구분,문항 번호,질문 내용,변수명
개인,Q1390-1,디지털 직무의 AI 기반 진료비 자동 청구 시스템 사용 경험은?,p1390claim
개인,Q1390-2,사용 목적은?,p1390purpose
개인,Q1390-3,사용 시 장애 요인은?,p1390barrier
개인,Q1390-4,정부 청구 정책 인식은?,p1390govpolicy
개인,Q1390-5,향후 정책 기대는?,p1390govhope
개인,Q1391-1,디지털 직무의 AI 기반 전자의무기록 분석 시스템 사용 경험은?,p1391emr
개인,Q1391-2,사용 목적은?,p1391purpose
개인,Q1391-3,사용 시 장애 요인은?,p1391barrier
개인,Q1391-4,정부 전자의무기록 정책 인식은?,p1391govpolicy
개인,Q1391-5,향후 정책 기대는?,p1391govhope
개인,Q1392-1,디지털 직무의 AI 기반 의료기관 평가 시스템 사용 경험은?,p1392evaluation
개인,Q1392-2,사용 목적은?,p1392purpose
개인,Q1392-3,사용 시 장애 요인은?,p1392barrier
개인,Q1392-4,정부 의료기관 평가 정책 인식은?,p1392govpolicy
개인,Q1392-5,향후 정책 기대는?,p1392govhope
개인,Q1393-1,디지털 직무의 AI 기반 병원 자원 최적화 시스템 사용 경험은?,p1393optimize
개인,Q1393-2,사용 목적은?,p1393purpose
개인,Q1393-3,사용 시 장애 요인은?,p1393barrier
개인,Q1393-4,정부 자원 최적화 정책 인식은?,p1393govpolicy
개인,Q1393-5,향후 정책 기대는?,p1393govhope
